Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-10-26,16435.77,FALSE
1,1,2012-10-27,20532.15,TRUE
1,1,2012-10-28,18725.11,TRUE
1,1,2012-10-29,27519.96,FALSE
1,1,2012-10-30,6745.15,FALSE
1,1,2012-10-31,25457.53,FALSE
1,1,2012-11-01,26230.43,FALSE
1,1,2012-11-02,9633.05,FALSE
1,1,2012-11-03,18286.56,TRUE
1,1,2012-11-04,18142.8,TRUE
1,1,2012-11-05,12962.44,FALSE
1,1,2012-11-06,16110.92,FALSE
1,1,2012-11-07,14447.12,FALSE
1,1,2012-11-08,28761.35,FALSE
1,1,2012-11-09,24678.39,FALSE
1,1,2012-11-10,26357.78,TRUE
1,1,2012-11-11,23608.36,TRUE
1,1,2012-11-12,14354.74,FALSE
1,1,2012-11-13,17377.4,FALSE
1,1,2012-11-14,22446.87,FALSE
1,1,2012-11-15,13889.36,FALSE
1,1,2012-11-16,23564.99,FALSE
1,1,2012-11-17,18798.37,TRUE
1,1,2012-11-18,18125.9,TRUE
1,1,2012-11-19,23554.8,FALSE
1,1,2012-11-20,22221.32,FALSE
1,1,2012-11-21,18195.17,FALSE
1,1,2012-11-22,25796.65,FALSE
1,1,2012-11-23,14594.68,FALSE
1,1,2012-11-24,23079.68,TRUE
1,1,2012-11-25,22965.51,TRUE
1,1,2012-11-26,18452.27,FALSE
1,1,2012-11-27,21630.67,FALSE
1,1,2012-11-28,13744.43,FALSE
1,1,2012-11-29,24620.14,FALSE
1,1,2012-11-30,19075.49,FALSE
1,1,2012-12-01,17386.38,TRUE
1,1,2012-12-02,25245.05,TRUE
1,1,2012-12-03,16478.28,FALSE
1,1,2012-12-04,12957.69,FALSE
1,1,2012-12-05,12216.85,FALSE
1,1,2012-12-06,23030.05,FALSE
1,1,2012-12-07,13597.85,FALSE
1,1,2012-12-08,28773.97,TRUE
1,1,2012-12-09,9590.35,TRUE
1,1,2012-12-10,28482.28,FALSE
1,1,2012-12-11,21055.09,FALSE
1,1,2012-12-12,19516.43,FALSE
1,1,2012-12-13,17275.4,FALSE
1,1,2012-12-14,21995.68,FALSE
1,1,2012-12-15,19811.83,TRUE
1,1,2012-12-16,25516.51,TRUE
1,1,2012-12-17,20571.14,FALSE
1,1,2012-12-18,20751.51,FALSE
1,1,2012-12-19,18181.94,FALSE
1,1,2012-12-20,19715.27,FALSE
1,1,2012-12-21,21539.01,FALSE
1,1,2012-12-22,11449.16,TRUE
1,1,2012-12-23,13259.07,TRUE
1,1,2012-12-24,23716.32,FALSE
1,1,2012-12-25,20854.33,FALSE
1,1,2012-12-26,19080.08,FALSE
1,1,2012-12-27,20092.17,FALSE
1,1,2012-12-28,21737.91,FALSE
1,1,2012-12-29,17301.2,TRUE
1,1,2012-12-30,16108.48,TRUE
1,1,2012-12-31,20979.23,FALSE
1,1,2013-01-01,15108.14,FALSE
1,1,2013-01-02,22041.26,FALSE
1,1,2013-01-03,11487.08,FALSE
1,1,2013-01-04,25145.78,FALSE
1,1,2013-01-05,22362.99,TRUE
1,1,2013-01-06,21280.15,TRUE
1,1,2013-01-07,24913.45,FALSE
1,1,2013-01-08,28327.37,FALSE
1,1,2013-01-09,25071.85,FALSE
1,1,2013-01-10,10795.63,FALSE
1,1,2013-01-11,13602.12,FALSE
1,1,2013-01-12,16875.91,TRUE
1,1,2013-01-13,20130.46,TRUE
1,1,2013-01-14,22588.3,FALSE
1,1,2013-01-15,16371.28,FALSE
1,1,2013-01-16,20933.83,FALSE
1,1,2013-01-17,16223.09,FALSE
1,1,2013-01-18,16942.41,FALSE
1,1,2013-01-19,12966.69,TRUE
1,1,2013-01-20,15383.83,TRUE
1,1,2013-01-21,13241.58,FALSE
1,1,2013-01-22,15120.63,FALSE
1,1,2013-01-23,25268.21,FALSE
1,1,2013-01-24,15253.01,FALSE
1,1,2013-01-25,33161.91,FALSE
1,1,2013-01-26,22466.59,TRUE
1,1,2013-01-27,20924.18,TRUE
1,1,2013-01-28,15708.21,FALSE
1,1,2013-01-29,23501.55,FALSE
1,1,2013-01-30,17121.81,FALSE
1,1,2013-01-31,20610.05,FALSE
1,1,2013-02-01,32800.42,FALSE
1,1,2013-02-02,19519.7,TRUE
1,1,2013-02-03,25746.37,TRUE
1,1,2013-02-04,16484.12,FALSE
1,1,2013-02-05,19825.06,FALSE
1,1,2013-02-06,28854.0,FALSE
1,1,2013-02-07,16865.16,FALSE
1,1,2013-02-08,29062.24,FALSE
1,1,2013-02-09,23538.76,TRUE
1,1,2013-02-10,17187.67,TRUE
1,1,2013-02-11,23162.04,FALSE
1,1,2013-02-12,24862.77,FALSE
1,1,2013-02-13,23109.05,FALSE
1,1,2013-02-14,12148.88,FALSE
1,1,2013-02-15,16364.31,FALSE
1,1,2013-02-16,18762.41,TRUE
1,1,2013-02-17,19627.83,TRUE
1,1,2013-02-18,23103.36,FALSE
1,1,2013-02-19,20888.51,FALSE
1,1,2013-02-20,13323.28,FALSE
1,1,2013-02-21,21900.99,FALSE
1,1,2013-02-22,23052.93,FALSE
1,1,2013-02-23,22798.95,TRUE
1,1,2013-02-24,25403.9,TRUE
1,1,2013-02-25,24169.61,FALSE
1,1,2013-02-26,22295.9,FALSE
1,1,2013-02-27,19649.17,FALSE
1,1,2013-02-28,11695.2,FALSE
1,1,2013-03-01,22148.09,FALSE
1,1,2013-03-02,21038.44,TRUE
1,1,2013-03-03,21357.89,TRUE
1,1,2013-03-04,13616.26,FALSE
1,1,2013-03-05,14594.72,FALSE
1,1,2013-03-06,25265.76,FALSE
1,1,2013-03-07,19802.22,FALSE
1,1,2013-03-08,23407.5,FALSE
1,1,2013-03-09,20141.59,TRUE
1,1,2013-03-10,20148.78,TRUE
1,1,2013-03-11,24691.42,FALSE
1,1,2013-03-12,17419.78,FALSE
1,1,2013-03-13,20480.6,FALSE
1,1,2013-03-14,17688.62,FALSE
1,1,2013-03-15,17827.52,FALSE
1,1,2013-03-16,18454.14,TRUE
1,1,2013-03-17,21110.67,TRUE
1,1,2013-03-18,17606.26,FALSE
1,1,2013-03-19,26278.78,FALSE
1,1,2013-03-20,15526.96,FALSE
1,1,2013-03-21,19065.64,FALSE
1,1,2013-03-22,17801.34,FALSE
1,1,2013-03-23,27234.89,TRUE
1,1,2013-03-24,20982.77,TRUE
1,1,2013-03-25,25159.22,FALSE
1,1,2013-03-26,12572.2,FALSE
1,1,2013-03-27,21335.25,FALSE
1,1,2013-03-28,24448.15,FALSE
1,1,2013-03-29,20411.42,FALSE
1,1,2013-03-30,25327.4,TRUE
1,1,2013-03-31,17413.56,TRUE
1,1,2013-04-01,27046.74,FALSE
1,1,2013-04-02,31494.49,FALSE
1,1,2013-04-03,18185.81,FALSE
1,1,2013-04-04,17772.49,FALSE
1,1,2013-04-05,27266.92,FALSE
1,1,2013-04-06,27897.86,TRUE
1,1,2013-04-07,17385.7,TRUE
1,1,2013-04-08,17899.07,FALSE
1,1,2013-04-09,18591.08,FALSE
1,1,2013-04-10,13277.75,FALSE
1,1,2013-04-11,15406.74,FALSE
1,1,2013-04-12,14979.3,FALSE
1,1,2013-04-13,16161.01,TRUE
1,1,2013-04-14,19826.58,TRUE
1,1,2013-04-15,21171.07,FALSE
1,1,2013-04-16,27752.5,FALSE
1,1,2013-04-17,15008.23,FALSE
1,1,2013-04-18,24921.61,FALSE
1,1,2013-04-19,18930.06,FALSE
1,1,2013-04-20,19752.68,TRUE
1,1,2013-04-21,23374.1,TRUE
1,1,2013-04-22,14386.39,FALSE
1,1,2013-04-23,21912.05,FALSE
1,1,2013-04-24,20832.26,FALSE
1,1,2013-04-25,22462.26,FALSE
1,1,2013-04-26,21445.84,FALSE
1,1,2013-04-27,32276.5,TRUE
1,1,2013-04-28,16811.3,TRUE
1,1,2013-04-29,17345.02,FALSE
1,1,2013-04-30,16884.3,FALSE
1,1,2013-05-01,17222.61,FALSE
1,1,2013-05-02,16813.06,FALSE
1,1,2013-05-03,25945.08,FALSE
1,1,2013-05-04,27102.52,TRUE
1,1,2013-05-05,17146.27,TRUE
1,1,2013-05-06,15838.22,FALSE
1,1,2013-05-07,22357.08,FALSE
1,1,2013-05-08,17238.88,FALSE
1,1,2013-05-09,23164.66,FALSE
1,1,2013-05-10,21014.62,FALSE
1,1,2013-05-11,12421.28,TRUE
1,1,2013-05-12,27737.53,TRUE
1,1,2013-05-13,28979.39,FALSE
1,1,2013-05-14,16936.06,FALSE
1,1,2013-05-15,18061.49,FALSE
1,1,2013-05-16,21429.33,FALSE
1,1,2013-05-17,21672.28,FALSE
1,1,2013-05-18,23292.72,TRUE
1,1,2013-05-19,30051.02,TRUE
1,1,2013-05-20,19115.26,FALSE
1,1,2013-05-21,16008.51,FALSE
1,1,2013-05-22,13103.4,FALSE
1,1,2013-05-23,16345.35,FALSE
1,1,2013-05-24,19834.37,FALSE
1,1,2013-05-25,28972.79,TRUE
1,1,2013-05-26,17411.94,TRUE
1,1,2013-05-27,21118.94,FALSE
1,1,2013-05-28,19917.89,FALSE
1,1,2013-05-29,25941.97,FALSE
1,1,2013-05-30,32634.66,FALSE
1,1,2013-05-31,17345.66,FALSE
1,1,2013-06-01,17552.8,TRUE
1,1,2013-06-02,25220.8,TRUE
1,1,2013-06-03,23409.46,FALSE
1,1,2013-06-04,29233.54,FALSE
1,1,2013-06-05,22919.64,FALSE
1,1,2013-06-06,18203.54,FALSE
1,1,2013-06-07,22953.27,FALSE
1,1,2013-06-08,25543.52,TRUE
1,1,2013-06-09,24102.41,TRUE
1,1,2013-06-10,22536.37,FALSE
1,1,2013-06-11,25333.37,FALSE
1,1,2013-06-12,25846.48,FALSE
1,1,2013-06-13,26910.79,FALSE
1,1,2013-06-14,23243.55,FALSE
1,1,2013-06-15,19164.41,TRUE
1,1,2013-06-16,20733.57,TRUE
1,1,2013-06-17,26032.54,FALSE
1,1,2013-06-18,15915.32,FALSE
1,1,2013-06-19,21843.37,FALSE
1,1,2013-06-20,18033.31,FALSE
1,1,2013-06-21,20143.72,FALSE
1,1,2013-06-22,26392.26,TRUE
1,1,2013-06-23,20955.5,TRUE
1,1,2013-06-24,20232.18,FALSE
1,1,2013-06-25,13200.72,FALSE
1,1,2013-06-26,23731.27,FALSE
1,1,2013-06-27,23227.42,FALSE
1,1,2013-06-28,30816.27,FALSE
1,1,2013-06-29,18461.11,TRUE
1,1,2013-06-30,21095.75,TRUE
1,1,2013-07-01,21246.92,FALSE
1,1,2013-07-02,27887.27,FALSE
1,1,2013-07-03,19523.52,FALSE
1,1,2013-07-04,21395.11,FALSE
1,1,2013-07-05,23039.48,FALSE
1,1,2013-07-06,20933.05,TRUE
1,1,2013-07-07,17767.83,TRUE
1,1,2013-07-08,20970.45,FALSE
1,1,2013-07-09,25368.16,FALSE
1,1,2013-07-10,14867.42,FALSE
1,1,2013-07-11,20664.85,FALSE
1,1,2013-07-12,16499.4,FALSE
1,1,2013-07-13,25975.23,TRUE
1,1,2013-07-14,12384.07,TRUE
1,1,2013-07-15,17205.39,FALSE
1,1,2013-07-16,21886.06,FALSE
1,1,2013-07-17,27827.62,FALSE
1,1,2013-07-18,19671.25,FALSE
1,1,2013-07-19,17224.0,FALSE
1,1,2013-07-20,29405.79,TRUE
1,1,2013-07-21,12759.93,TRUE
1,1,2013-07-22,9005.97,FALSE
1,1,2013-07-23,22200.07,FALSE
1,1,2013-07-24,17489.73,FALSE
1,1,2013-07-25,14893.84,FALSE
1,1,2013-07-26,23541.78,FALSE
1,1,2013-07-27,21219.0,TRUE
1,1,2013-07-28,17179.61,TRUE
1,1,2013-07-29,13598.48,FALSE
1,1,2013-07-30,24362.29,FALSE
1,1,2013-07-31,23251.01,FALSE
1,1,2013-08-01,19504.12,FALSE
1,1,2013-08-02,29233.18,FALSE
1,1,2013-08-03,14649.58,TRUE
1,1,2013-08-04,12372.37,TRUE
1,1,2013-08-05,16540.46,FALSE
1,1,2013-08-06,19772.07,FALSE
1,1,2013-08-07,21216.7,FALSE
1,1,2013-08-08,18793.82,FALSE
1,1,2013-08-09,21760.28,FALSE
1,1,2013-08-10,13742.3,TRUE
1,1,2013-08-11,27218.82,TRUE
1,1,2013-08-12,19589.24,FALSE
1,1,2013-08-13,25586.48,FALSE
1,1,2013-08-14,21713.63,FALSE
1,1,2013-08-15,22283.77,FALSE
1,1,2013-08-16,22848.84,FALSE
1,1,2013-08-17,22238.54,TRUE
1,1,2013-08-18,23213.61,TRUE
1,1,2013-08-19,26645.76,FALSE
1,1,2013-08-20,20982.61,FALSE
1,1,2013-08-21,23545.02,FALSE
1,1,2013-08-22,19551.32,FALSE
1,1,2013-08-23,27200.59,FALSE
1,1,2013-08-24,16618.04,TRUE
1,1,2013-08-25,29004.7,TRUE
1,1,2013-08-26,19799.21,FALSE
1,1,2013-08-27,12846.12,FALSE
1,1,2013-08-28,20640.52,FALSE
1,1,2013-08-29,16594.74,FALSE
1,1,2013-08-30,24203.22,FALSE
1,1,2013-08-31,16736.88,TRUE
1,1,2013-09-01,17769.08,TRUE
1,1,2013-09-02,10552.3,FALSE
1,1,2013-09-03,17738.47,FALSE
1,1,2013-09-04,7880.6,FALSE
1,1,2013-09-05,12080.49,FALSE
1,1,2013-09-06,23802.07,FALSE
1,1,2013-09-07,23929.0,TRUE
1,1,2013-09-08,22127.29,TRUE
1,1,2013-09-09,15165.12,FALSE
1,1,2013-09-10,19761.44,FALSE
1,1,2013-09-11,19981.99,FALSE
1,1,2013-09-12,14208.18,FALSE
1,1,2013-09-13,27516.99,FALSE
1,1,2013-09-14,24386.81,TRUE
1,1,2013-09-15,18895.18,TRUE
1,1,2013-09-16,20134.43,FALSE
1,1,2013-09-17,21041.91,FALSE
1,1,2013-09-18,9791.33,FALSE
1,1,2013-09-19,18764.11,FALSE
1,1,2013-09-20,16590.08,FALSE
1,1,2013-09-21,14991.9,TRUE
1,1,2013-09-22,18594.5,TRUE
1,1,2013-09-23,28988.43,FALSE
1,1,2013-09-24,23204.21,FALSE
1,1,2013-09-25,17144.11,FALSE
1,1,2013-09-26,22862.91,FALSE
1,1,2013-09-27,26996.78,FALSE
1,1,2013-09-28,24623.17,TRUE
1,1,2013-09-29,20298.15,TRUE
1,1,2013-09-30,16765.32,FALSE
1,1,2013-10-01,23491.12,FALSE
1,1,2013-10-02,21967.43,FALSE
1,1,2013-10-03,24475.97,FALSE
1,1,2013-10-04,23175.86,FALSE
1,1,2013-10-05,25247.76,TRUE
1,1,2013-10-06,17323.82,TRUE
1,1,2013-10-07,26586.97,FALSE
1,1,2013-10-08,20988.0,FALSE
1,1,2013-10-09,30376.3,FALSE
1,1,2013-10-10,16554.06,FALSE
1,1,2013-10-11,28679.82,FALSE
1,1,2013-10-12,20989.55,TRUE
1,1,2013-10-13,16742.91,TRUE
1,1,2013-10-14,17580.57,FALSE
1,1,2013-10-15,18398.26,FALSE
1,1,2013-10-16,22120.83,FALSE
1,1,2013-10-17,22614.18,FALSE
1,1,2013-10-18,17131.5,FALSE
1,1,2013-10-19,19878.23,TRUE
1,1,2013-10-20,30711.35,TRUE
1,1,2013-10-21,28637.72,FALSE
1,1,2013-10-22,22181.62,FALSE
1,1,2013-10-23,20190.02,FALSE
1,1,2013-10-24,20600.16,FALSE
1,1,2013-10-25,23067.59,FALSE
1,1,2013-10-26,14886.04,TRUE
1,1,2013-10-27,18713.12,TRUE
1,1,2013-10-28,11657.08,FALSE
1,1,2013-10-29,21996.12,FALSE
1,1,2013-10-30,23235.98,FALSE
1,1,2013-10-31,17584.07,FALSE
1,1,2013-11-01,27869.93,FALSE
1,1,2013-11-02,13871.17,TRUE
1,1,2013-11-03,12678.13,TRUE
1,1,2013-11-04,21122.26,FALSE
1,1,2013-11-05,25235.49,FALSE
1,1,2013-11-06,28419.64,FALSE
1,1,2013-11-07,17705.58,FALSE
1,1,2013-11-08,25393.4,FALSE
1,1,2013-11-09,19807.46,TRUE
1,1,2013-11-10,19136.86,TRUE
1,1,2013-11-11,24418.3,FALSE
1,1,2013-11-12,23261.61,FALSE
1,1,2013-11-13,12118.04,FALSE
1,1,2013-11-14,27382.7,FALSE
1,1,2013-11-15,26900.46,FALSE
1,1,2013-11-16,16872.19,TRUE
1,1,2013-11-17,21979.02,TRUE
1,1,2013-11-18,22470.15,FALSE
1,1,2013-11-19,21303.37,FALSE
1,1,2013-11-20,17248.47,FALSE
1,1,2013-11-21,16641.88,FALSE
1,1,2013-11-22,19872.23,FALSE
1,1,2013-11-23,25863.65,TRUE
1,1,2013-11-24,22718.0,TRUE
1,1,2013-11-25,18146.93,FALSE
1,1,2013-11-26,23858.49,FALSE
1,1,2013-11-27,5757.29,FALSE
1,1,2013-11-28,25743.83,FALSE
1,1,2013-11-29,11301.43,FALSE
1,1,2013-11-30,18187.8,TRUE
1,1,2013-12-01,14401.65,TRUE
1,1,2013-12-02,13526.59,FALSE
1,1,2013-12-03,25804.13,FALSE
1,1,2013-12-04,17661.49,FALSE
1,1,2013-12-05,21732.52,FALSE
1,1,2013-12-06,19765.4,FALSE
1,1,2013-12-07,22385.2,TRUE
1,1,2013-12-08,20384.11,TRUE
1,1,2013-12-09,13585.04,FALSE
1,1,2013-12-10,24981.33,FALSE
1,1,2013-12-11,17531.22,FALSE
1,1,2013-12-12,12217.09,FALSE
1,1,2013-12-13,17859.42,FALSE
1,1,2013-12-14,27503.8,TRUE
1,1,2013-12-15,24251.11,TRUE
1,1,2013-12-16,18256.74,FALSE
1,1,2013-12-17,18253.71,FALSE
1,1,2013-12-18,18391.82,FALSE
1,1,2013-12-19,30383.74,FALSE
1,1,2013-12-20,21909.68,FALSE
1,1,2013-12-21,22150.21,TRUE
1,1,2013-12-22,25151.42,TRUE
1,1,2013-12-23,21193.95,FALSE
1,1,2013-12-24,18704.79,FALSE
1,1,2013-12-25,19018.25,FALSE
1,1,2013-12-26,19641.99,FALSE
1,1,2013-12-27,19813.89,FALSE
1,1,2013-12-28,23638.15,TRUE
1,1,2013-12-29,20259.73,TRUE
1,1,2013-12-30,23663.2,FALSE
1,1,2013-12-31,19596.42,FALSE
1,1,2014-01-01,20393.18,FALSE
1,1,2014-01-02,10009.0,FALSE
1,1,2014-01-03,24581.64,FALSE
1,1,2014-01-04,21732.44,TRUE
1,1,2014-01-05,24990.05,TRUE
1,1,2014-01-06,5518.72,FALSE
1,1,2014-01-07,30441.87,FALSE
1,1,2014-01-08,19302.05,FALSE
1,1,2014-01-09,25540.91,FALSE
1,1,2014-01-10,14800.47,FALSE
1,1,2014-01-11,23063.87,TRUE
1,1,2014-01-12,14732.92,TRUE
1,1,2014-01-13,16881.16,FALSE
1,1,2014-01-14,29570.16,FALSE
1,1,2014-01-15,19046.59,FALSE
1,1,2014-01-16,21087.16,FALSE
1,1,2014-01-17,24350.34,FALSE
1,1,2014-01-18,22478.41,TRUE
1,1,2014-01-19,20752.09,TRUE
1,1,2014-01-20,21824.81,FALSE
1,1,2014-01-21,32017.08,FALSE
1,1,2014-01-22,19711.91,FALSE
1,1,2014-01-23,21005.5,FALSE
1,1,2014-01-24,25253.27,FALSE
1,1,2014-01-25,25527.63,TRUE
1,1,2014-01-26,25935.15,TRUE
1,1,2014-01-27,23193.65,FALSE
1,1,2014-01-28,14284.98,FALSE
1,1,2014-01-29,28167.16,FALSE
1,1,2014-01-30,14268.27,FALSE
1,1,2014-01-31,21513.18,FALSE
1,1,2014-02-01,16228.62,TRUE
1,1,2014-02-02,19679.31,TRUE
1,1,2014-02-03,21643.81,FALSE
1,1,2014-02-04,21606.79,FALSE
1,1,2014-02-05,22109.6,FALSE
1,1,2014-02-06,28068.56,FALSE
1,1,2014-02-07,22267.67,FALSE
1,1,2014-02-08,18779.22,TRUE
1,1,2014-02-09,24820.44,TRUE
1,1,2014-02-10,25947.35,FALSE
1,1,2014-02-11,13861.96,FALSE
1,1,2014-02-12,22987.0,FALSE
1,1,2014-02-13,23505.86,FALSE
1,1,2014-02-14,18512.18,FALSE
1,1,2014-02-15,26878.53,TRUE
1,1,2014-02-16,19249.72,TRUE
1,1,2014-02-17,20627.88,FALSE
1,1,2014-02-18,19134.64,FALSE
1,1,2014-02-19,20077.9,FALSE
1,1,2014-02-20,14518.62,FALSE
1,1,2014-02-21,12799.75,FALSE
1,1,2014-02-22,27972.53,TRUE
1,1,2014-02-23,15765.19,TRUE
1,1,2014-02-24,15043.04,FALSE
1,1,2014-02-25,9233.05,FALSE
1,1,2014-02-26,16805.19,FALSE
1,1,2014-02-27,13384.55,FALSE
1,1,2014-02-28,28210.08,FALSE
1,1,2014-03-01,25049.09,TRUE
1,1,2014-03-02,16559.25,TRUE
1,1,2014-03-03,31262.18,FALSE
1,1,2014-03-04,24908.83,FALSE
1,1,2014-03-05,18375.84,FALSE
1,1,2014-03-06,7502.97,FALSE
1,1,2014-03-07,31454.71,FALSE
1,1,2014-03-08,13052.14,TRUE
1,1,2014-03-09,11773.01,TRUE
1,1,2014-03-10,25112.85,FALSE
1,1,2014-03-11,32198.76,FALSE
1,1,2014-03-12,26921.36,FALSE
1,1,2014-03-13,22819.55,FALSE
1,1,2014-03-14,22973.77,FALSE
1,1,2014-03-15,24267.08,TRUE
1,1,2014-03-16,23794.64,TRUE
1,1,2014-03-17,21405.96,FALSE
1,1,2014-03-18,20521.01,FALSE
1,1,2014-03-19,19687.03,FALSE
1,1,2014-03-20,16230.18,FALSE
1,1,2014-03-21,18596.62,FALSE
1,1,2014-03-22,11535.22,TRUE
1,1,2014-03-23,19508.3,TRUE
1,1,2014-03-24,15057.04,FALSE
1,1,2014-03-25,14482.05,FALSE
1,1,2014-03-26,20899.47,FALSE
1,1,2014-03-27,26960.01,FALSE
1,1,2014-03-28,24591.58,FALSE
1,1,2014-03-29,12147.5,TRUE
1,1,2014-03-30,15051.86,TRUE
1,1,2014-03-31,24703.86,FALSE
1,1,2014-04-01,15087.56,FALSE
1,1,2014-04-02,18876.83,FALSE
1,1,2014-04-03,22750.26,FALSE
1,1,2014-04-04,15158.28,FALSE
1,1,2014-04-05,20526.88,TRUE
1,1,2014-04-06,13329.87,TRUE
1,1,2014-04-07,16993.16,FALSE
1,1,2014-04-08,21598.91,FALSE
1,1,2014-04-09,12035.03,FALSE
1,1,2014-04-10,22202.37,FALSE
1,1,2014-04-11,19901.81,FALSE
1,1,2014-04-12,22762.45,TRUE
1,1,2014-04-13,21119.57,TRUE
1,1,2014-04-14,26820.7,FALSE
1,1,2014-04-15,20626.12,FALSE
1,1,2014-04-16,17852.97,FALSE
1,1,2014-04-17,20611.49,FALSE
1,1,2014-04-18,22716.49,FALSE
1,1,2014-04-19,20244.3,TRUE
1,1,2014-04-20,20202.96,TRUE
1,1,2014-04-21,16490.04,FALSE
1,1,2014-04-22,16685.5,FALSE
1,1,2014-04-23,12986.97,FALSE
1,1,2014-04-24,28747.88,FALSE
1,1,2014-04-25,13780.68,FALSE
1,1,2014-04-26,16535.47,TRUE
1,1,2014-04-27,16407.96,TRUE
1,1,2014-04-28,24474.62,FALSE
1,1,2014-04-29,18525.25,FALSE
1,1,2014-04-30,26238.71,FALSE
1,1,2014-05-01,16632.55,FALSE
1,1,2014-05-02,21394.97,FALSE
1,1,2014-05-03,15823.26,TRUE
1,1,2014-05-04,30725.75,TRUE
1,1,2014-05-05,14062.01,FALSE
1,1,2014-05-06,21549.1,FALSE
1,1,2014-05-07,23168.88,FALSE
1,1,2014-05-08,22069.0,FALSE
1,1,2014-05-09,19073.56,FALSE
1,1,2014-05-10,19350.9,TRUE
1,1,2014-05-11,20219.06,TRUE
1,1,2014-05-12,19264.99,FALSE
1,1,2014-05-13,24819.4,FALSE
1,1,2014-05-14,31052.62,FALSE
1,1,2014-05-15,17212.54,FALSE
1,1,2014-05-16,13150.99,FALSE
1,1,2014-05-17,19558.59,TRUE
1,1,2014-05-18,32898.55,TRUE
1,1,2014-05-19,15981.63,FALSE
1,1,2014-05-20,28195.58,FALSE
1,1,2014-05-21,28388.5,FALSE
1,1,2014-05-22,17232.06,FALSE
1,1,2014-05-23,22844.92,FALSE
1,1,2014-05-24,28141.98,TRUE
1,1,2014-05-25,18104.36,TRUE
1,1,2014-05-26,18982.1,FALSE
1,1,2014-05-27,17091.6,FALSE
1,1,2014-05-28,14926.22,FALSE
1,1,2014-05-29,16753.61,FALSE
1,1,2014-05-30,13880.3,FALSE
1,1,2014-05-31,20170.42,TRUE
1,1,2014-06-01,16150.13,TRUE
1,1,2014-06-02,21168.93,FALSE
1,1,2014-06-03,12220.52,FALSE
1,1,2014-06-04,21654.4,FALSE
1,1,2014-06-05,24167.64,FALSE
1,1,2014-06-06,10031.32,FALSE
1,1,2014-06-07,21870.28,TRUE
1,1,2014-06-08,26138.34,TRUE
1,1,2014-06-09,13951.79,FALSE
1,1,2014-06-10,28362.86,FALSE
1,1,2014-06-11,22095.1,FALSE
1,1,2014-06-12,16474.94,FALSE
1,1,2014-06-13,19721.15,FALSE
1,1,2014-06-14,22791.63,TRUE
1,1,2014-06-15,20380.03,TRUE
1,1,2014-06-16,22693.78,FALSE
1,1,2014-06-17,15396.63,FALSE
1,1,2014-06-18,20846.8,FALSE
1,1,2014-06-19,12931.43,FALSE
1,1,2014-06-20,19443.87,FALSE
1,1,2014-06-21,15480.46,TRUE
1,1,2014-06-22,16322.35,TRUE
1,1,2014-06-23,26180.47,FALSE
1,1,2014-06-24,25456.55,FALSE
1,1,2014-06-25,23045.69,FALSE
1,1,2014-06-26,14538.44,FALSE
1,1,2014-06-27,18417.96,FALSE
1,1,2014-06-28,26065.49,TRUE
1,1,2014-06-29,20708.58,TRUE
1,1,2014-06-30,31596.65,FALSE
1,1,2014-07-01,21966.59,FALSE
1,1,2014-07-02,20960.25,FALSE
1,1,2014-07-03,18454.42,FALSE
1,1,2014-07-04,20667.7,FALSE
1,1,2014-07-05,19237.65,TRUE
1,1,2014-07-06,23540.54,TRUE
1,1,2014-07-07,24783.51,FALSE
1,1,2014-07-08,16070.05,FALSE
1,1,2014-07-09,13343.84,FALSE
1,1,2014-07-10,10818.97,FALSE
1,1,2014-07-11,22539.96,FALSE
1,1,2014-07-12,14483.17,TRUE
1,1,2014-07-13,9235.55,TRUE
1,1,2014-07-14,21942.89,FALSE
1,1,2014-07-15,32465.0,FALSE
1,1,2014-07-16,19969.65,FALSE
1,1,2014-07-17,24192.45,FALSE
1,1,2014-07-18,20409.15,FALSE
1,1,2014-07-19,19505.55,TRUE
1,1,2014-07-20,24595.38,TRUE
1,1,2014-07-21,18548.63,FALSE
1,1,2014-07-22,21336.96,FALSE
1,1,2014-07-23,21608.49,FALSE
1,1,2014-07-24,16659.55,FALSE
1,1,2014-07-25,24960.21,FALSE
1,1,2014-07-26,19125.2,TRUE
1,1,2014-07-27,16221.27,TRUE
1,1,2014-07-28,22682.55,FALSE
1,1,2014-07-29,15507.66,FALSE
1,1,2014-07-30,20140.91,FALSE
1,1,2014-07-31,19954.41,FALSE
1,1,2014-08-01,25429.48,FALSE
1,1,2014-08-02,22373.49,TRUE
1,1,2014-08-03,19874.87,TRUE
1,1,2014-08-04,24088.83,FALSE
1,1,2014-08-05,26951.04,FALSE
1,1,2014-08-06,22789.05,FALSE
1,1,2014-08-07,20051.76,FALSE
1,1,2014-08-08,13440.82,FALSE
1,1,2014-08-09,14674.43,TRUE
1,1,2014-08-10,18473.88,TRUE
1,1,2014-08-11,16952.44,FALSE
1,1,2014-08-12,19065.14,FALSE
1,1,2014-08-13,20283.25,FALSE
1,1,2014-08-14,22648.46,FALSE
1,1,2014-08-15,19647.51,FALSE
1,1,2014-08-16,22432.51,TRUE
1,1,2014-08-17,20322.37,TRUE
1,1,2014-08-18,10122.67,FALSE
1,1,2014-08-19,15303.32,FALSE
1,1,2014-08-20,19279.56,FALSE
1,1,2014-08-21,13951.53,FALSE
